BloodID,BTN,TL,Objective,Whodunnit,ID,PlateID,BirdID,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,Ageclass,Status,BreedGroupID,TerritoryID,SexEstimate,MaxOfMaxOfSeenDate
3839,2674,2627.450732,6,EAF,1665,14,5071,26.7,,15.5,LB,2007,82,2236,30/08/2007,OFL,OFL,4191,4,1,26/08/2010
3739,2592,7053.255263,7,EAF,2049,38,1532,23.9,,14.2,RB,1999,82,2086,17/07/2007,A,BrF,4191,4,0,08/09/2010
3739,2592,2231.156092,4,EB,1115,35,1532,23.9,,14.2,RB,1999,82,2086,17/07/2007,A,BrF,4191,4,0,08/09/2010
3841,2677,2739.884004,2,EB,1153,11,911,26.6,,16.4,RB,1994,82,2236,30/08/2007,A,BrM,4191,4,1,08/09/2010
3740,2591,2795.250779,2,EB,1114,15,911,26.4,,16.6,RB,1994,82,2086,17/07/2007,A,BrM,4191,4,1,08/09/2010
3535,2697,4864.558536,7,EAF,2019,24,5138,23.8,,15.0,G,2007,82,2121,03/09/2007,CH,FL,4191,4,0,15/09/2007
3535,2697,6063.440873,6,EAF,1621,26,5138,23.8,,15.0,G,2007,82,2121,03/09/2007,CH,FL,4191,4,0,15/09/2007
3743,2590,1104.14039,6,EAF,1644,23,1804,26.0,,16.2,RB,2003,82,2086,17/07/2007,A,ABX,4191,4,1,28/08/2008
3743,2590,1757.960833,3,EB,1113,13,1804,26.0,,16.2,RB,2003,82,2086,17/07/2007,A,ABX,4191,4,1,28/08/2008
3744,2588,2749.34073,2,EB,1111,10,1187,26.4,,16.0,RB,1996,82,2086,17/07/2007,A,BrM,4192,5,1,05/09/2010
3850,2671,2882.646555,6,EAF,1668,14,497,26.7,,16.7,RB,1993,82,2237,31/08/2007,A,BrM,4194,8,1,31/08/2007
3850,2671,3676.188985,2,EB,1147,10,497,26.7,,16.7,RB,1993,82,2237,31/08/2007,A,BrM,4194,8,1,31/08/2007
3808,2488,3388.672868,3,EB,1089,62,1826,24.7,,16.0,RB,2003,82,2230,15/08/2007,A,BrF,4195,9,0,23/09/2015
3808,2488,1412.874318,3,EB,1088,11,1826,24.7,,16.0,RB,2003,82,2230,15/08/2007,A,BrF,4195,9,0,23/09/2015
3808,2488,4553.20984,3,EB,1090,91,1826,24.7,,16.0,RB,2003,82,2230,15/08/2007,A,BrF,4195,9,0,23/09/2015
3849,2686,5905.021256,3,EB,1162,67,1499,25.0,,15.9,RB,1999,82,2237,31/08/2007,A,BrM,4195,9,1,19/02/2013
3843,2676,4187.778072,6,EAF,1667,14,4917,24.1,,14.0,LB,2006,82,2236,30/08/2007,SA,ABX,4195,9,0,07/09/2015
3822,2657,5463.362024,3,EB,1133,15,4917,24.5,,14.2,LB,2006,82,2233,22/08/2007,SA,ABX,4195,9,0,07/09/2015
3843,2676,4471.259911,3,EB,1152,16,4917,24.1,,14.0,LB,2006,82,2236,30/08/2007,SA,ABX,4195,9,0,07/09/2015
3524,2666,9817.975442,6,EAF,1613,25,5127,21.4,,14.6,G,2007,82,2115,27/08/2007,CH,FL,4195,9,0,25/08/2008
3524,2666,11912.55935,7,EAF,2010,24,5127,21.4,,14.6,G,2007,82,2115,27/08/2007,CH,FL,4195,9,0,25/08/2008
3475,2596,4606.575475,8,EAF,2582,18,5078,25.2,,15.6,LB,2006,82,2090,25/07/2007,SA,ABX,4196,11,1,27/07/2008
3741,2598,2817.252291,3,EB,1120,13,1614,24.0,,15.0,RB,2001,82,2086,17/07/2007,A,BrF,4196,11,0,20/08/2008
3747,2597,4332.333653,3,EB,1119,13,1767,26.8,,15.0,RB,2002,82,2086,17/07/2007,A,BrM,4196,11,1,17/08/2007
3807,2486,3088.052799,3,EB,1087,11,930,24.8,,15.7,RB,1994,82,2230,15/08/2007,A,BrF,4197,12,0,19/02/2013
3805,2489,2146.169101,3,EB,1091,11,3519,26.7,,16.7,RB,2005,82,2230,15/08/2007,A,BrM,4197,12,1,31/08/2010
3847,2685,4796.196067,3,EB,1161,71,3519,26.3,,16.8,RB,2005,82,2237,31/08/2007,A,BrM,4197,12,1,31/08/2010
3805,2489,6214.889686,6,EAF,1657,28,3519,26.7,,16.7,RB,2005,82,2230,15/08/2007,A,BrM,4197,12,1,31/08/2010
3835,2665,3567.929266,3,EB,1141,15,1778,24.0,,17.9,RB,2002,82,2235,29/08/2007,A,BrF,4198,13,0,29/08/2007
3834,2672,4416.029578,6,EAF,1661,14,1607,24.6,,16.9,RB,2001,82,2234,28/08/2007,A,BrM,4198,13,1,26/02/2015
3834,2672,4162.643734,3,EB,1148,16,1607,24.6,,16.9,RB,2001,82,2234,28/08/2007,A,BrM,4198,13,1,26/02/2015
3846,2683,3243.580094,3,EB,1160,79,3463,25.3,,18.0,RB,2004,82,2236,30/08/2007,A,ABX,4198,13,1,30/08/2007
3840,2679,3594.679262,3,EB,1155,16,3500,23.9,,15.9,RB,2005,82,2236,30/08/2007,A,BrF,4199,14,0,21/08/2009
3746,2595,1475.960783,4,EB,1118,35,4969,24.5,,14.2,LB,2006,82,2221,17/07/2007,SA,ABX,4199,14,0,16/02/2009
3845,2680,3323.8355,3,EB,1156,16,4969,24.0,,15.8,LB,2006,82,2236,30/08/2007,SA,ABX,4199,14,0,16/02/2009
3845,2680,2468.093071,3,EB,1157,88,4969,24.0,,15.8,LB,2006,82,2236,30/08/2007,SA,ABX,4199,14,0,16/02/2009
3848,2688,8588.085924,3,EB,1163,62,1762,26.0,,16.0,RB,2002,82,2237,31/08/2007,A,BrM,4200,15,1,15/09/2015
3496,2480,5671.420428,3,EB,1080,9,5099,25.8,,17.0,LB,2006,82,2100,04/08/2007,SA,ABX,4201,16,1,16/09/2009
3837,2669,3713.261359,3,EB,1145,16,5099,25.5,,16.2,LB,2006,82,2235,29/08/2007,SA,ABX,4201,16,1,16/09/2009
3837,2669,3977.601102,3,EB,1146,9,5099,25.5,,16.2,LB,2006,82,2235,29/08/2007,SA,ABX,4201,16,1,16/09/2009
3496,2480,2640.833224,3,EB,1079,11,5099,25.8,,17.0,LB,2006,82,2100,04/08/2007,SA,ABX,4201,16,1,16/09/2009
3837,2669,3308.072382,6,EAF,1663,14,5099,25.5,,16.2,LB,2006,82,2235,29/08/2007,SA,ABX,4201,16,1,16/09/2009
3531,2701,5894.077758,6,EAF,1618,26,5134,24.3,,15.0,G,2007,82,2119,01/09/2007,CH,FL,4202,20,0,25/08/2008
3531,2701,5770.651558,7,EAF,2015,24,5134,24.3,,15.0,G,2007,82,2119,01/09/2007,CH,FL,4202,20,0,25/08/2008
3749,2594,2279.632785,3,EB,1117,68,1702,24.0,,16.0,RB,2002,82,2222,18/07/2007,A,BrM,4204,23,1,31/08/2010
3748,2604,4241.40615,3,EB,1127,9,2966,25.7,,16.1,RB,2004,82,2222,18/07/2007,A,BrM,4205,24,1,14/09/2015
3820,2492,2802.137911,3,EB,1093,88,4902,25.2,,16.8,LB,2006,82,2112,21/08/2007,SA,ABX,4206,25,1,08/06/2013
3820,2492,2457.796274,3,EB,1092,12,4902,25.2,,16.8,LB,2006,82,2112,21/08/2007,SA,ABX,4206,25,1,08/06/2013
3539,2656,3722.226959,7,EAF,2021,24,5142,22.2,,15.0,G,2007,82,2122,05/09/2007,CH,FL,4206,25,0,16/09/2007
3539,2656,3275.719596,6,EAF,1625,25,5142,22.2,,15.0,G,2007,82,2122,05/09/2007,CH,FL,4206,25,0,16/09/2007
3539,2656,2788.584632,6,EAF,1624,11,5142,22.2,,15.0,G,2007,82,2122,05/09/2007,CH,FL,4206,25,0,16/09/2007
3757,2602,1436.017252,3,EB,1125,14,3446,23.6,,14.7,,2005,82,2087,19/07/2007,A,BrF,4207,26,0,15/03/2010
3536,2696,7845.083344,6,EAF,1622,35,5139,22.3,,14.4,G,2007,82,2122,05/09/2007,CH,FL,4207,26,0,21/01/2008
3818,2499,4299.893136,6,EAF,1658,23,1848,25.9,,16.2,RB,2003,82,2112,21/08/2007,A,BrM,4207,26,1,13/03/2010
3818,2499,3101.514333,3,EB,1099,12,1848,25.9,,16.2,RB,2003,82,2112,21/08/2007,A,BrM,4207,26,1,13/03/2010
3755,2600,2565.311942,3,EB,1122,14,1848,25.8,,16.4,,2003,82,2087,19/07/2007,A,BrM,4207,26,1,13/03/2010
3755,2600,1736.825379,3,EB,1123,77,1848,25.8,,16.4,,2003,82,2087,19/07/2007,A,BrM,4207,26,1,13/03/2010
3755,2600,1884.614416,3,EB,1124,88,1848,25.8,,16.4,,2003,82,2087,19/07/2007,A,BrM,4207,26,1,13/03/2010
3470,2601,7063.181058,8,EAF,2581,13,5073,23.5,,14.4,LB,2006,82,2087,19/07/2007,SA,ABX,4207,26,0,30/12/2008
3810,2497,7022.762315,3,EB,1096,12,3490,24.8,,15.6,RB,2005,82,2230,15/08/2007,A,BrF,4208,27,0,24/08/2015
3811,2496,5426.90325,3,EB,1095,12,3087,25.3,,16.1,RB,2004,82,2230,15/08/2007,A,BrM,4208,27,1,18/08/2015
3753,2444,7842.146275,2,EB,1049,10,1503,24.5,,17.0,RB,1999,82,2087,19/07/2007,A,BrF,4210,30,0,05/02/2008
3760,2454,4887.264636,6,EAF,1647,16,4877,24.8,,15.8,RB,2006,82,2088,20/07/2007,SA,ABX,4210,30,0,05/02/2008
3543,2712,5305.281402,6,EAF,1630,35,5147,23.2,,14.9,G,2007,82,2126,08/09/2007,CH,FL,4211,32,0,28/08/2010
3776,2459,5793.191832,7,EAF,2056,30,503,24.5,,14.0,RB,1993,82,2225,24/07/2007,A,BrF,4212,33,0,11/01/2008
3775,2445,9559.017505,3,EB,1050,89,3615,26.6,,15.9,RB,2005,82,2225,24/07/2007,A,BrM,4212,33,1,28/08/2009
3394,2384,7518.397343,3,EB,1034,6,4876,24.8,,13.7,LB,2006,82,2044,15/06/2007,SA,ABX,4216,39,0,03/02/2008
3781,2461,3293.733145,4,EB,1056,34,4876,23.1,,13.5,RB,2006,82,2091,26/07/2007,A,ABX,4216,39,0,03/02/2008
3672,2385,6626.304293,3,EB,1035,6,1415,24.5,,14.6,RB,1998,82,2044,15/06/2007,A,BrF,4216,39,0,25/01/2013
4111,2380,7466.85645,3,EB,1030,89,3093,26.8,,17.3,RB,2004,82,2044,15/06/2007,A,BrM,4217,40,1,28/05/2013
3538,2705,14655.54434,8,EAF,2586,15,5141,22.0,,15.2,G,2007,82,2122,05/09/2007,CH,FL,4218,42,0,13/01/2009
3838,2675,5463.029709,2,EB,1151,11,1543,24.6,,16.2,RB,1999,82,2235,29/08/2007,A,BrM,4218,42,1,14/09/2009
3838,2675,5453.10666,6,EAF,1664,14,1543,24.6,,16.2,RB,1999,82,2235,29/08/2007,A,BrM,4218,42,1,14/09/2009
3836,2673,5743.9819,3,EB,1149,16,4904,24.1,,14.7,LB,2006,82,2235,29/08/2007,SA,ABX,4219,43,0,25/01/2015
3836,2673,6444.485742,6,EAF,1662,28,4904,24.1,,14.7,LB,2006,82,2235,29/08/2007,SA,ABX,4219,43,0,25/01/2015
3537,2699,6994.130381,7,EAF,2020,24,5140,23.1,,15.6,G,2007,82,2122,05/09/2007,CH,FL,4219,43,0,26/08/2009
3537,2699,6241.635886,6,EAF,1623,26,5140,23.1,,15.6,G,2007,82,2122,05/09/2007,CH,FL,4219,43,0,26/08/2009
3842,2678,3330.220528,3,EB,1154,16,1854,24.9,,14.6,RB,2003,82,2236,30/08/2007,A,BrF,4219,43,0,05/09/2009
3842,2678,5603.400157,6,EAF,1666,28,1854,24.9,,14.6,RB,2003,82,2236,30/08/2007,A,BrF,4219,43,0,05/09/2009
3759,2438,5434.625949,6,EAF,1646,35,1384,23.0,,14.9,RB,1998,82,2088,20/07/2007,A,BrF,4221,46,0,10/08/2009
3759,2438,3296.257256,2,EB,1048,24,1384,23.0,,14.9,RB,1998,82,2088,20/07/2007,A,BrF,4221,46,0,10/08/2009
3759,2438,6699.396194,2,EB,1047,10,1384,23.0,,14.9,RB,1998,82,2088,20/07/2007,A,BrF,4221,46,0,10/08/2009
3761,2437,15761.37635,8,EAF,2618,19,4973,23.8,,14.9,RB,2006,82,2088,20/07/2007,SA,ABX,4221,46,0,13/07/2015
3522,2662,8757.578521,7,EAF,2008,24,5125,21.4,,12.8,G,2007,82,2115,27/08/2007,CH,FL,4222,47,0,30/01/2014
3522,2662,10609.54853,6,EAF,1611,25,5125,21.4,,12.8,G,2007,82,2115,27/08/2007,CH,FL,4222,47,0,30/01/2014
3756,2440,7131.661474,7,EAF,2051,20,1752,25.0,,16.3,RB,2002,82,2087,19/07/2007,A,BrM,4222,47,1,30/08/2010
3756,2440,9172.048847,7,EAF,2052,33,1752,25.0,,16.3,RB,2002,82,2087,19/07/2007,A,BrM,4222,47,1,30/08/2010
3758,2441,5584.374763,7,EAF,2053,32,2985,24.2,,15.0,,2003,82,2223,19/07/2007,A,H,4222,47,0,07/09/2010
3469,2443,4662.543198,8,EAF,2580,19,5072,25.1,,16.3,G,2007,82,2087,19/07/2007,J,OFL,4222,47,1,14/02/2015
3471,2455,4420.884301,7,EAF,2003,36,5074,24.0,,13.1,G,2007,82,2088,20/07/2007,J,OFL,4222,47,0,18/07/2008
3523,2670,7262.670971,6,EAF,1612,25,5126,24.0,,15.8,G,2007,82,2116,27/08/2007,CH,FL,4222,47,1,09/09/2007
3523,2670,13445.845,7,EAF,2009,24,5126,24.0,,15.8,G,2007,82,2116,27/08/2007,CH,FL,4222,47,1,09/09/2007
3754,2434,5077.636192,4,EB,1046,34,1765,24.6,,14.9,RB,2002,82,2223,19/07/2007,A,BrF,4222,47,0,25/02/2012
3833,2668,4054.760707,3,EB,1144,9,2990,26.7,,15.7,RB,2004,82,2113,23/08/2007,A,BrM,4223,48,1,17/08/2010
3833,2668,4309.419998,3,EB,1143,15,2990,26.7,,15.7,RB,2004,82,2113,23/08/2007,A,BrM,4223,48,1,17/08/2010
3833,2668,3739.765738,7,EAF,2058,39,2990,26.7,,15.7,RB,2004,82,2113,23/08/2007,A,BrM,4223,48,1,17/08/2010
3762,2456,11073.13601,8,EAF,2872,33,5009,24.9,,13.7,LB,2006,82,2088,20/07/2007,SA,ABX,4223,48,0,02/09/2015
3762,2456,12457.49117,8,EAF,2871,26,5009,24.9,,13.7,LB,2006,82,2088,20/07/2007,SA,ABX,4223,48,0,02/09/2015
3406,2506,4423.986748,8,EAF,2579,14,5009,24.9,,14.3,LB,2006,82,2052,21/06/2007,SA,ABX,4223,48,0,02/09/2015
3528,2691,5540.999065,7,EAF,2014,24,5131,25.8,,13.2,G,2007,82,2117,31/08/2007,CH,FL,4223,48,1,08/09/2007
3528,2691,7701.010311,6,EAF,1617,25,5131,25.8,,13.2,G,2007,82,2117,31/08/2007,CH,FL,4223,48,1,08/09/2007
3830,2664,9072.120203,2,EB,1140,10,1193,25.0,,14.9,RB,1996,82,2113,23/08/2007,A,BrF,4223,48,0,23/08/2007
3832,2667,5056.994124,3,EB,1142,15,3608,24.5,,15.9,RB,2005,82,2113,23/08/2007,A,BrF,4224,50,0,17/09/2014
3856,2709,2984.943881,4,EB,1169,35,3608,24.1,,14.7,RB,2005,82,2124,06/09/2007,A,BrF,4224,50,0,17/09/2014
3831,2661,2759.954792,3,EB,1137,15,1553,25.8,,16.1,RB,1999,82,2113,23/08/2007,A,BrM,4224,50,1,23/02/2010
3831,2661,6043.16803,3,EB,1138,67,1553,25.8,,16.1,RB,1999,82,2113,23/08/2007,A,BrM,4224,50,1,23/02/2010
3540,2713,6857.213024,6,EAF,1626,21,5144,25.7,,17.7,G,2007,82,2124,06/09/2007,CH,FL,4224,50,1,11/06/2013
3540,2713,7952.158289,7,EAF,2022,23,5144,25.7,,17.7,G,2007,82,2124,06/09/2007,CH,FL,4224,50,1,11/06/2013
3540,2713,7562.022905,6,EAF,1627,22,5144,25.7,,17.7,G,2007,82,2124,06/09/2007,CH,FL,4224,50,1,11/06/2013
3858,2711,4202.266679,4,EB,1171,35,1361,25.0,,15.9,RB,1998,82,2124,06/09/2007,A,BrF,4225,51,0,15/03/2010
3551,2706,13380.58439,6,EAF,1639,26,5155,23.6,,15.1,G,2007,82,2128,15/09/2007,CH,FL,4225,51,0,05/09/2010
3551,2706,12994.4348,7,EAF,2033,27,5155,23.6,,15.1,G,2007,82,2128,15/09/2007,CH,FL,4225,51,0,05/09/2010
3473,2451,7922.931348,9,EAF,2857,31,5076,25.9,,14.8,G,2007,82,2089,21/07/2007,J,OFL,4228,55,1,31/08/2010
3765,2448,7490.065615,8,EAF,2873,26,1800,24.6,,14.9,RB,2002,82,2089,21/07/2007,A,ABX,4228,55,0,20/08/2007
3765,2448,5372.597698,8,EAF,2874,28,1800,24.6,,14.9,RB,2002,82,2089,21/07/2007,A,ABX,4228,55,0,20/08/2007
3766,2447,6524.700483,8,EAF,2875,29,4960,24.0,,14.5,G,2006,82,2089,21/07/2007,J,ABX,4228,55,0,07/09/2010
3680,2387,2938.182144,3,EB,1037,6,1831,25.6,,17.2,RB,2003,82,2041,17/06/2007,A,BrM,4229,57,1,17/06/2007
3383,2394,2224.048319,8,EAF,2576,24,4999,26.5,,14.9,G,2007,82,2041,17/06/2007,OFL,OFL,4230,58,0,21/02/2015
3857,2710,2954.10381,4,EB,1170,35,1757,24.6,,16.1,RB,2001,82,2124,06/09/2007,A,BrF,4230,58,0,07/09/2010
3545,2718,9174.58772,7,EAF,2025,24,5149,18.0,,11.5,G,2007,82,2127,09/09/2007,CH,FL,4230,58,1,25/01/2008
3545,2718,6720.769541,6,EAF,1632,26,5149,18.0,,11.5,G,2007,82,2127,09/09/2007,CH,FL,4230,58,1,25/01/2008
3764,2452,4879.695323,7,EAF,2054,20,1744,24.9,,15.7,RB,2001,82,2089,21/07/2007,A,BrM,4232,60,1,02/09/2010
3764,2452,2920.383496,7,EAF,2055,42,1744,24.9,,15.7,RB,2001,82,2089,21/07/2007,A,BrM,4232,60,1,02/09/2010
3685,2392,3328.658341,6,EAF,1643,35,4934,26.5,,17.8,LB,2006,82,2041,17/06/2007,SA,ABX,4232,60,1,18/07/2012
3763,2450,6542.566017,3,EB,1053,89,3515,25.0,,15.7,,2005,82,2089,21/07/2007,A,ABX,4232,60,1,03/03/2010
3767,2449,3142.683768,3,EB,1052,69,1783,24.8,,15.9,RB,2003,82,2224,22/07/2007,A,BrM,4233,61,1,15/03/2010
3768,2446,1297.716261,3,EB,1051,87,4936,23.8,,13.8,LB,2006,82,2224,22/07/2007,SA,ABX,4233,61,0,06/12/2011
3520,2660,4354.741925,3,EB,1136,15,5123,24.7,,14.9,G,2007,82,2113,23/08/2007,FL,OFL,4235,63,0,07/09/2012
3829,2663,4523.78118,3,EB,1139,15,3021,24.5,,16.8,RB,2004,82,2113,23/08/2007,A,BrM,4236,66,1,28/08/2008
3697,2510,2875.053466,4,EB,1109,35,1782,24.1,,15.0,RB,2002,82,2052,21/06/2007,A,BrF,4240,70,0,25/08/2010
3698,2509,3348.036453,3,EB,1107,13,1881,25.7,,16.2,,2003,82,2052,21/06/2007,A,BrM,4240,70,1,24/01/2015
3698,2509,9373.586674,3,EB,1108,9,1881,25.7,,16.2,,2003,82,2052,21/06/2007,A,BrM,4240,70,1,24/01/2015
3783,2469,6644.956651,2,EB,1065,10,1244,23.2,,15.1,RB,1997,82,2091,26/07/2007,A,BrF,4241,71,0,17/07/2008
3778,2468,6311.808874,6,EAF,1650,28,4894,25.4,,16.2,LB,2006,82,2090,25/07/2007,SA,ABX,4241,71,1,13/08/2008
3778,2468,6838.234945,3,EB,1064,9,4894,25.4,,16.2,LB,2006,82,2090,25/07/2007,SA,ABX,4241,71,1,13/08/2008
3699,2403,10496.19287,7,EAF,2048,40,1742,25.1,,15.6,RB,2002,82,2052,21/06/2007,A,BrM,4241,71,1,28/08/2008
3472,2453,5247.152834,7,EAF,2004,37,5075,23.5,,14.1,LB,2006,82,2088,20/07/2007,SA,SEEN1,4241,71,0,18/08/2015
3474,2470,3758.658802,3,EB,1066,9,5077,24.7,,14.5,G,2007,82,2090,25/07/2007,J,OFL,4243,72,1,29/07/2015
3780,2466,6802.103021,3,EB,1062,9,4892,25.7,,16.1,RB,2006,82,2091,26/07/2007,SA,ABX,4243,72,1,28/09/2013
3780,2466,6232.748215,6,EAF,1653,35,4892,25.7,,16.1,RB,2006,82,2091,26/07/2007,SA,ABX,4243,72,1,28/09/2013
3779,2477,4296.988359,6,EAF,1651,23,1805,24.2,,14.0,RB,2003,82,2091,26/07/2007,A,BrF,4243,72,0,28/08/2010
3779,2477,4691.403909,3,EB,1075,10,1805,24.2,,14.0,RB,2003,82,2091,26/07/2007,A,BrF,4243,72,0,28/08/2010
3782,2465,6341.353868,3,EB,1061,9,3505,23.6,,14.0,RB,2005,82,2091,26/07/2007,A,H,4243,72,0,05/09/2009
3784,2471,4186.292559,3,EB,1068,9,4871,24.5,,16.0,RB,2006,82,2091,26/07/2007,A,ABX,4243,72,0,05/09/2010
3784,2471,3475.982254,3,EB,1067,10,4871,24.5,,16.0,RB,2006,82,2091,26/07/2007,A,ABX,4243,72,0,05/09/2010
3752,2603,1383.540986,3,EB,1126,14,1664,23.5,,14.1,RB,2002,82,2087,19/07/2007,A,BrF,4244,74,0,24/01/2009
3750,2599,5572.052244,2,EB,1121,10,1031,26.3,,17.9,RB,1996,82,2222,18/07/2007,A,BrM,4244,74,1,09/03/2010
3385,2375,6489.473118,2,EB,1025,10,1031,27.0,,17.9,RB,1996,82,2043,14/06/2007,A,BrM,4244,74,1,09/03/2010
3813,2502,4464.918948,3,EB,1103,9,4912,23.6,,15.1,LB,2006,82,2231,18/08/2007,SA,SEEN1,4245,75,0,25/08/2008
3813,2502,3664.277587,3,EB,1102,12,4912,23.6,,15.1,LB,2006,82,2231,18/08/2007,SA,SEEN1,4245,75,0,25/08/2008
3682,2368,5910.278958,3,EB,1021,63,2964,26.3,,17.1,RB,2003,82,2212,16/06/2007,A,BrM,4245,75,1,19/01/2008
3821,2648,4122.581854,3,EB,1128,14,4881,25.9,,16.9,RB,2005,82,2233,22/08/2007,A,BrM,4246,76,1,09/01/2009
3824,2655,6618.469961,3,EB,1132,9,1852,24.6,,16.1,RB,2003,82,2233,22/08/2007,A,BrF,4246,76,0,04/08/2014
3824,2655,4374.814219,3,EB,1131,14,1852,24.6,,16.1,RB,2003,82,2233,22/08/2007,A,BrF,4246,76,0,04/08/2014
3683,2386,1638.990085,3,EB,1036,6,1852,24.6,,15.5,RB,2003,82,2212,16/06/2007,A,BrF,4246,76,0,04/08/2014
3388,2390,8544.006517,3,EB,1041,6,1710,26.0,,16.9,RB,2002,82,2044,15/06/2007,A,BrM,4247,77,1,31/08/2015
3751,2433,5258.659021,7,EAF,2050,20,4888,25.3,,17.5,,2006,82,2087,19/07/2007,SA,AB,4247,77,1,25/07/2011
3751,2433,8665.431422,6,EAF,1645,35,4888,25.3,,17.5,,2006,82,2087,19/07/2007,SA,AB,4247,77,1,25/07/2011
3534,2698,5758.016231,7,EAF,2018,45,5137,24.6,,15.6,G,2007,82,2120,02/09/2007,CH,FL,4247,77,0,25/08/2008
3827,2500,3446.193225,4,EB,1100,34,1707,24.3,,17.1,RB,2001,82,2233,22/08/2007,A,BrF,4247,77,0,31/08/2015
3405,2402,3823.036778,8,EAF,2578,25,5008,24.4,,15.5,G,2007,82,2052,21/06/2007,J,ABX,4249,80,1,10/01/2009
3405,2402,4422.294252,8,EAF,2854,27,5008,24.4,,15.5,G,2007,82,2052,21/06/2007,J,ABX,4249,80,1,10/01/2009
3828,2650,8381.272357,6,EAF,1660,19,1895,24.5,,18.0,RB,2003,82,2233,22/08/2007,A,BrF,4250,81,0,26/02/2010
3828,2650,8097.726398,6,EAF,1659,11,1895,24.5,,18.0,RB,2003,82,2233,22/08/2007,A,BrF,4250,81,0,26/02/2010
3828,2650,2599.119599,3,EB,1129,14,1895,24.5,,18.0,RB,2003,82,2233,22/08/2007,A,BrF,4250,81,0,26/02/2010
3825,2659,4776.347821,3,EB,1135,9,1754,26.1,,17.7,RB,2001,82,2233,22/08/2007,A,BrM,4250,81,1,25/08/2008
3825,2659,4194.358557,3,EB,1134,15,1754,26.1,,17.7,RB,2001,82,2233,22/08/2007,A,BrM,4250,81,1,25/08/2008
3542,2716,9478.865389,7,EAF,2023,24,5146,19.3,,13.2,G,2007,82,2125,07/09/2007,CH,FL,4252,83,1,14/01/2008
3542,2716,7402.013844,6,EAF,1629,26,5146,19.3,,13.2,G,2007,82,2125,07/09/2007,CH,FL,4252,83,1,14/01/2008
3815,2501,5013.540868,3,EB,1101,82,4950,23.0,,15.1,RB,2006,82,2231,18/08/2007,A,ABX,4253,85,0,12/08/2008
3546,2719,8951.091886,7,EAF,2026,25,5150,15.1,,10.3,G,2007,82,2127,09/09/2007,CH,CH,4253,85,0,09/09/2007
3546,2719,6735.499353,7,EAF,2027,26,5150,15.1,,10.3,G,2007,82,2127,09/09/2007,CH,CH,4253,85,0,09/09/2007
3546,2719,9567.491109,6,EAF,1633,26,5150,15.1,,10.3,G,2007,82,2127,09/09/2007,CH,CH,4253,85,0,09/09/2007
3695,2400,2194.897076,7,EAF,2046,32,2963,25.1,,15.0,,2003,82,2214,20/06/2007,A,H,4254,86,0,29/07/2010
3854,2704,3572.127494,3,EB,1168,78,2963,24.6,,14.9,RB,2003,82,2121,03/09/2007,A,H,4254,86,0,29/07/2010
3533,2702,10008.35939,6,EAF,1620,26,5136,22.9,,14.3,G,2007,82,2118,01/09/2007,CH,FL,4254,86,0,11/09/2007
3533,2702,5165.605593,7,EAF,2017,24,5136,22.9,,14.3,G,2007,82,2118,01/09/2007,CH,FL,4254,86,0,11/09/2007
3532,2687,8923.031294,7,EAF,2016,20,5135,21.4,,12.0,G,2007,82,2119,01/09/2007,CH,CH,4254,86,0,11/09/2007
3532,2687,6470.395746,6,EAF,1619,35,5135,21.4,,12.0,G,2007,82,2119,01/09/2007,CH,CH,4254,86,0,11/09/2007
3477,2484,2919.198178,3,EB,1085,11,5080,24.7,,14.3,G,2007,82,2092,27/07/2007,J,SEEN1,4254,86,0,17/02/2010
3814,2498,4013.062353,3,EB,1098,9,4915,25.6,,17.0,LB,2006,82,2231,18/08/2007,SA,ABX,4254,86,1,30/08/2007
3814,2498,4900.467454,3,EB,1097,12,4915,25.6,,17.0,LB,2006,82,2231,18/08/2007,SA,ABX,4254,86,1,30/08/2007
3855,2703,237180.8476,3,EB,1167,91,3089,26.6,,17.3,RB,2004,82,2121,03/09/2007,A,BrM,4254,86,1,14/09/2015
3690,2401,6184.09209,3,EB,1045,63,3089,26.9,,17.2,RB,2004,82,2214,20/06/2007,A,BrM,4254,86,1,14/09/2015
3855,2703,2669.751112,3,EB,1166,64,3089,26.6,,17.3,RB,2004,82,2121,03/09/2007,A,BrM,4254,86,1,14/09/2015
3694,2389,4267.920942,3,EB,1040,63,2978,24.7,,15.2,RB,2003,82,2214,20/06/2007,A,BrF,4254,86,0,18/07/2013
3813,2502,4464.918948,3,EB,1103,9,4912,23.6,,15.1,LB,2006,82,2231,18/08/2007,SA,ABX,4254,86,0,25/08/2008
3813,2502,3664.277587,3,EB,1102,12,4912,23.6,,15.1,LB,2006,82,2231,18/08/2007,SA,ABX,4254,86,0,25/08/2008
3696,2404,8500.82898,7,EAF,2047,36,4886,25.6,,16.0,LB,2006,82,2214,20/06/2007,SA,ABX,4254,86,1,28/08/2007
3530,2700,5553.660699,8,EAF,2585,1,5133,25.6,,16.9,LB,2006,82,2118,01/09/2007,SA,SEEN1,4259,93,1,13/02/2009
3477,2484,2919.198178,3,EB,1085,11,5080,24.7,,14.3,G,2007,82,2092,27/07/2007,J,ABX,4259,93,0,17/02/2010
