BloodID,BTN,TL,Objective,Whodunnit,ID,PlateID,BirdID,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,BreedGroupID,TerritoryID,Status,MaxOfMaxOfSeenDate,SexEstimate
1,1000,3609.634781,8,EAF,2805,26,1758,24.0,,14.9,,2002,41,1118,23/09/2002,811,58,FL,02/08/2005,0
1,1000,8898.793455,8,EAF,2806,39,1758,24.0,,14.9,,2002,41,1118,23/09/2002,811,58,FL,02/08/2005,0
2,1001,5448.470201,4,EB,585,37,1757,24.6,,15.6,,2001,41,1117,23/09/2002,811,58,BrF,07/09/2010,0
2,1001,4378.367389,4,EB,586,7,1757,24.6,,15.6,,2001,41,1117,23/09/2002,811,58,BrF,07/09/2010,0
3,1002,3479.442412,4,EB,587,8,1523,26.9,,18.5,,1999,41,1118,23/09/2002,811,58,BrM,31/01/2013,1
3,1002,5045.867909,8,EAF,2476,10,1523,26.9,,18.5,,1999,41,1118,23/09/2002,811,58,BrM,31/01/2013,1
4,1003,5211.050048,8,EAF,2630,16,1891,25.0,,13.5,G,2002,41,1119,24/09/2002,842,128,OFL,01/12/2005,0
5,1004,5773.696645,4,EB,588,8,1759,26.2,,,,2001,41,1120,25/09/2002,853,171,U,03/08/2006,1
6,1005,3341.959748,8,EAF,2763,6,1892,24.0,,15.5,RB,2001,41,1121,27/09/2002,3269,82,ABX,30/12/2004,0
6,1005,3105.564029,4,EB,589,8,1892,24.0,,15.5,RB,2001,41,1121,27/09/2002,3269,82,ABX,30/12/2004,0
7,1006,8807.949108,8,EAF,2774,17,1894,25.6,,14.5,,2002,41,1121,27/09/2002,3255,33,ABX,27/09/2002,1
8,1007,4014.14467,4,EB,590,37,1760,24.6,,15.0,,2001,41,1122,02/10/2002,3276,121,BrF,30/07/2006,0
8,1007,3545.509304,4,EB,591,8,1760,24.6,,15.0,,2001,41,1122,02/10/2002,3276,121,BrF,30/07/2006,0
45,1044,5475.960641,4,EB,592,8,1705,24.3,,14.4,,2002,30,1124,07/06/2003,444,1,H,11/12/2005,0
45,1044,4608.241834,7,EAF,2134,40,1705,24.3,,14.4,,2002,30,1124,07/06/2003,444,1,H,11/12/2005,0
46,1045,3416.383898,2,EB,593,13,912,24.4,,14.9,,1994,30,1124,07/06/2003,444,1,BrF,30/07/2008,0
47,1046,4703.100888,8,EAF,2731,1,1762,25.9,,15.4,,2002,30,1124,07/06/2003,445,2,B,15/09/2015,1
48,1047,5889.014173,4,EB,594,8,1287,25.9,,17.1,,1998,30,1125,08/06/2003,446,3,BrM,18/11/2005,1
48,1047,6384.612168,7,EAF,2194,27,1287,25.9,,17.1,,1998,30,1125,08/06/2003,446,3,BrM,18/11/2005,1
49,1048,5616.920004,7,EAF,2202,39,1763,23.6,,14.1,,2002,30,1125,08/06/2003,446,3,BrF,26/09/2013,0
49,1048,5738.9916,4,EB,595,8,1763,23.6,,14.1,,2002,30,1125,08/06/2003,446,3,BrF,26/09/2013,0
50,1049,4676.662152,8,EAF,3172,32,1764,24.5,,14.1,,2003,30,1125,08/06/2003,472,40,ABX,30/07/2005,0
51,1050,6171.743041,4,EB,596,8,1222,24.9,,,,1997,30,1125,08/06/2003,472,40,BrF,19/08/2004,0
51,1050,10847.92096,7,EAF,2219,36,1222,24.9,,,,1997,30,1125,08/06/2003,472,40,BrF,19/08/2004,0
52,1051,6085.586323,4,EB,599,8,1684,25.5,,17.3,,2000,30,1125,08/06/2003,472,40,BrM,26/07/2011,1
52,1051,3868.823117,4,EB,598,40,1684,25.5,,17.3,,2000,30,1125,08/06/2003,472,40,BrM,26/07/2011,1
52,1051,3599.831419,4,EB,597,39,1684,25.5,,17.3,,2000,30,1125,08/06/2003,472,40,BrM,26/07/2011,1
53,1052,5366.300694,4,EB,600,8,1695,26.2,,16.5,,2001,30,1126,10/06/2003,476,46,BrM,28/07/2006,1
53,1052,6387.723192,8,EAF,2744,23,1695,26.2,,16.5,,2001,30,1126,10/06/2003,476,46,BrM,28/07/2006,1
53,1052,5366.300694,4,EB,600,8,1695,26.2,,16.5,,2001,30,1126,10/06/2003,483,53,SEEN1,28/07/2006,1
53,1052,6387.723192,8,EAF,2744,23,1695,26.2,,16.5,,2001,30,1126,10/06/2003,483,53,SEEN1,28/07/2006,1
54,1053,4256.158087,4,EB,601,8,1765,24.4,,14.1,,2002,30,1126,10/06/2003,477,47,BrF,25/02/2012,0
54,1053,6180.274564,7,EAF,2248,32,1765,24.4,,14.1,,2002,30,1126,10/06/2003,477,47,BrF,25/02/2012,0
55,1054,6576.028453,7,EAF,2254,41,921,24.5,,15.2,,1994,30,1126,10/06/2003,477,47,BrM,15/12/2003,1
56,1055,5652.338559,2,EB,602,13,221,27.8,,16.0,,1988,30,1126,10/06/2003,475,45,BrM,20/11/2005,1
57,1056,4164.549622,4,EB,603,9,1753,24.3,,14.4,,2002,30,1127,11/06/2003,458,17,BrF,18/07/2011,0
57,1056,4164.549622,4,EB,603,9,1753,24.3,,14.4,,2002,30,1127,11/06/2003,477,47,SEEN1,18/07/2011,0
58,1057,5266.724854,4,EB,604,9,1711,25.6,,16.4,,2001,30,1128,12/06/2003,503,77,ABX,18/11/2005,1
59,1058,6096.903673,2,EB,605,13,1040,26.2,,16.6,,1995,30,1129,13/06/2003,522,109,BrM,23/06/2006,1
60,1059,5989.333392,4,EB,606,9,1743,25.1,,16.1,,2002,30,1129,13/06/2003,2581,39,H,02/01/2009,1
61,1060,4768.188202,4,EB,607,9,1666,25.2,,16.3,,2001,30,1129,13/06/2003,2581,39,BrM,24/06/2004,1
62,1061,4089.627958,8,EAF,2768,8,1766,25.2,,14.1,,2003,30,1129,13/06/2003,2581,39,OFL,26/08/2008,1
63,1062,4397.871551,4,EB,608,37,1673,24.5,,14.1,,2001,30,1130,14/06/2003,457,16,H,26/10/2004,0
63,1062,6795.317313,4,EB,609,9,1673,24.5,,14.1,,2001,30,1130,14/06/2003,457,16,H,26/10/2004,0
63,1062,4319.712947,3,EB,610,92,1673,24.5,,14.1,,2001,30,1130,14/06/2003,457,16,H,26/10/2004,0
64,1063,4677.002479,4,EB,611,9,1767,27.0,,15.0,,2002,30,1131,15/06/2003,453,12,B,17/08/2007,1
65,1064,4542.172974,4,EB,612,9,1660,24.9,,14.4,,2002,30,1132,15/06/2003,461,23,SEEN1,14/09/2015,0
65,1064,4542.172974,4,EB,612,9,1660,24.9,,14.4,,2002,30,1132,15/06/2003,450,8,H,14/09/2015,0
66,1065,12562.70121,7,EAF,2283,38,609,25.9,,16.0,,1993,30,1133,15/06/2003,473,42,BrM,20/11/2005,1
67,1066,5598.858147,7,EAF,2284,31,1543,25.4,,16.5,RB,1999,30,1132,15/06/2003,473,42,H,14/09/2009,1
68,1067,6834.255005,4,EB,613,9,1553,26.2,,15.4,,1999,30,1134,17/06/2003,480,50,BrM,23/02/2010,1
69,1068,4510.6671,4,EB,614,9,1504,27.7,,17.0,,1999,30,1134,17/06/2003,484,54,BrM,24/08/2010,1
72,1071,2869.54549,2,EB,615,21,51,26.0,,15.9,,1986,30,1135,18/06/2003,481,51,BrM,01/08/2003,1
79,1078,4007.392271,4,EB,616,9,1509,26.1,,16.8,,1999,30,1140,22/06/2003,449,7,BrM,31/08/2010,1
80,1079,6672.473876,7,EAF,2301,39,1740,25.0,,15.6,,2001,30,1141,22/06/2003,459,20,BrF,24/01/2009,0
81,1080,4429.970106,4,EB,617,9,1750,26.4,,16.4,,2002,30,1140,22/06/2003,449,7,ABX,17/09/2015,1
81,1080,4429.970106,4,EB,617,9,1750,26.4,,16.4,,2002,30,1140,22/06/2003,444,1,SEEN1,17/09/2015,1
83,1082,2479.411937,4,EB,618,10,1771,24.4,,14.6,,2001,30,1142,23/06/2003,448,5,BrF,23/08/2003,0
86,1085,3187.393962,4,EB,619,10,1419,23.8,,13.8,,1999,30,1143,24/06/2003,460,22,BrF,10/01/2008,0
86,1085,4708.809561,6,EAF,1831,12,1419,23.8,,13.8,,1999,30,1143,24/06/2003,460,22,BrF,10/01/2008,0
87,1086,4037.636385,4,EB,620,10,1673,24.7,,14.4,,2001,30,1146,25/06/2003,457,16,H,26/10/2004,0
88,1087,2509.065871,4,EB,621,10,1720,26.2,,15.0,,2001,30,1145,25/06/2003,463,25,H,05/08/2006,1
89,1088,15793.91828,7,EAF,2313,40,1506,24.0,,14.9,,1999,30,1145,25/06/2003,463,25,BrF,07/01/2007,0
90,1089,5031.315751,4,EB,622,10,1773,25.9,,16.2,,2002,30,1148,26/06/2003,465,27,BrM,02/09/2005,1
90,1089,1035.625815,4,EB,623,41,1773,25.9,,16.2,,2002,30,1148,26/06/2003,465,27,BrM,02/09/2005,1
93,1092,7296.47819,7,EAF,2325,36,1776,24.3,,13.9,,2002,30,1149,28/06/2003,525,112,ABX,17/01/2008,0
94,1093,6187.16604,4,EB,624,10,1731,25.3,,15.8,,2002,30,1150,28/06/2003,505,80,H,25/07/2013,1
95,1094,4461.816601,4,EB,625,10,1775,25.3,,15.2,,2002,30,1149,28/06/2003,455,14,B,07/01/2007,1
95,1094,4461.816601,4,EB,625,10,1775,25.3,,15.2,,2002,30,1149,28/06/2003,458,17,SEEN1,07/01/2007,1
96,1095,5272.004147,4,EB,626,10,1510,24.1,,14.0,,1999,30,1150,28/06/2003,525,112,BrF,07/01/2009,0
98,1097,4450.172378,4,EB,627,10,1396,25.0,,16.4,,1998,30,1150,28/06/2003,525,112,BrM,10/07/2007,1
101,1100,5013.594414,8,EAF,2330,3,1710,25.3,,16.2,,2002,30,1152,29/06/2003,549,171,ABX,31/08/2015,1
102,1101,5386.913452,2,EB,628,13,1355,25.2,,15.4,,1997,30,1151,29/06/2003,504,79,BrF,19/08/2003,0
104,1103,9290.317986,8,EAF,2335,14,1780,26.0,,16.9,,2002,30,1154,01/07/2003,2583,86,BrM,10/12/2005,1
106,1105,6333.778235,4,EB,629,10,1609,24.6,,16.4,,2001,30,1154,01/07/2003,513,94,BrM,12/08/2003,1
108,1107,3336.425787,4,EB,630,10,1782,23.7,,19.3,,2002,30,1157,07/07/2003,497,70,BrF,25/08/2010,0
109,1108,5315.767929,4,EB,631,11,1782,23.7,,19.3,,2002,30,1157,07/07/2003,497,70,BrF,25/08/2010,0
110,1109,2437.328593,6,EAF,1462,31,1495,25.6,,16.9,,1999,30,1157,07/07/2003,497,70,BrM,13/08/2009,1
110,1109,5070.18319,4,EB,632,11,1495,25.6,,16.9,,1999,30,1157,07/07/2003,497,70,BrM,13/08/2009,1
111,1110,5425.344885,4,EB,633,11,1756,25.3,,16.4,,2001,30,1157,07/07/2003,529,123,BrM,07/06/2005,1
112,1111,5930.094532,7,EAF,1875,33,1188,25.4,,17.5,,1996,30,1156,07/07/2003,498,71,BrM,12/08/2010,1
112,1111,5672.111141,7,EAF,1877,43,1188,25.4,,17.5,,1996,30,1156,07/07/2003,498,71,BrM,12/08/2010,1
112,1111,5261.483308,7,EAF,1876,34,1188,25.4,,17.5,,1996,30,1156,07/07/2003,498,71,BrM,12/08/2010,1
113,1112,4761.367228,7,EAF,1879,27,1783,25.3,,16.5,,2003,30,1156,07/07/2003,494,67,ABX,15/03/2010,1
115,1114,5667.995791,4,EB,634,11,1540,25.7,,16.2,,1999,30,1159,09/07/2003,487,57,BrM,18/07/2003,1
115,1114,3165.002512,4,EB,635,38,1540,25.7,,16.2,,1999,30,1159,09/07/2003,487,57,BrM,18/07/2003,1
115,1114,2758.489347,3,EB,636,92,1540,25.7,,16.2,,1999,30,1159,09/07/2003,487,57,BrM,18/07/2003,1
116,1115,8650.94973,8,EAF,2360,9,1785,26.3,,16.3,,2002,30,1159,09/07/2003,548,169,ABX,19/06/2005,1
117,1116,5410.470711,4,EB,637,11,453,26.3,,,,1992,30,1159,09/07/2003,496,69,BrM,17/02/2010,1
118,1117,6093.985419,4,EB,638,11,1698,27.0,,17.1,,2001,30,1158,09/07/2003,484,54,ABX,26/08/2010,1
119,1118,6800.850558,4,EB,639,11,1570,26.0,,15.5,,1999,30,1158,09/07/2003,548,169,BrM,29/08/2004,1
121,1120,4655.11388,4,EB,640,11,1539,25.6,,16.0,,1999,30,1159,09/07/2003,491,62,BrM,01/08/2008,1
122,1121,6290.06167,4,EB,641,11,1682,25.5,,16.0,,2001,30,1161,10/07/2003,545,165,BrM,07/08/2008,1
123,1122,4599.811873,8,EAF,2361,7,1671,26.4,,16.0,,2002,30,1161,10/07/2003,485,55,ABX,08/08/2011,1
124,1123,4993.43478,4,EB,642,11,1786,25.6,,15.6,,2002,30,1160,10/07/2003,2582,59,BrM,15/08/2003,1
125,1124,5209.683867,4,EB,643,11,1538,24.8,,15.8,,1999,30,1160,10/07/2003,491,62,BrF,03/08/2007,0
125,1124,4335.846246,4,EB,644,41,1538,24.8,,15.8,,1999,30,1160,10/07/2003,491,62,BrF,03/08/2007,0
126,1125,2852.133194,8,EAF,2362,14,1787,25.7,,16.4,,2002,30,1163,11/07/2003,2580,36,BrM,02/02/2008,1
127,1126,3078.657386,4,EB,645,12,1214,25.8,,15.4,,1997,30,1163,11/07/2003,469,33,BrM,14/07/2006,1
128,1127,3346.915541,4,EB,646,12,503,24.9,,15.0,,1993,30,1162,11/07/2003,469,33,BrF,11/01/2008,0
132,1131,3503.794881,4,EB,647,12,1394,25.6,,16.2,,1998,30,1166,15/07/2003,518,100,BrM,01/03/2010,1
133,1132,4313.921418,8,EAF,2363,5,1494,24.4,,17.0,,1999,30,1165,15/07/2003,538,140,BrM,22/01/2015,1
134,1133,5524.238599,7,EAF,1885,35,1049,24.0,,14.8,,1996,30,1165,15/07/2003,527,116,H,23/12/2003,0
136,1135,4355.06107,4,EB,648,12,1728,26.1,,17.2,,2001,30,1169,17/07/2003,540,154,BrM,01/01/2005,1
136,1135,3727.282875,4,EB,649,38,1728,26.1,,17.2,,2001,30,1169,17/07/2003,540,154,BrM,01/01/2005,1
137,1136,3756.816652,4,EB,650,12,544,25.7,,16.2,,1993,30,1169,17/07/2003,543,159,BrM,29/08/2004,1
137,1136,3259.485167,4,EB,651,41,544,25.7,,16.2,,1993,30,1169,17/07/2003,543,159,BrM,29/08/2004,1
138,1137,3432.694692,7,EAF,1887,26,1789,23.8,,15.8,,2002,30,1168,17/07/2003,540,154,BrF,28/01/2008,0
138,1137,4325.349398,7,EAF,1886,25,1789,23.8,,15.8,,2002,30,1168,17/07/2003,540,154,BrF,28/01/2008,0
139,1138,4297.44378,4,EB,652,12,1791,24.2,,15.4,,2002,30,1168,17/07/2003,541,155,U,20/02/2012,0
141,1140,5270.060766,2,EB,653,13,501,,,,,1994,30,1170,20/07/2003,445,2,BrM,18/12/2004,1
143,1142,4481.35467,4,EB,654,12,1793,25.8,,16.6,,2002,30,1171,21/07/2003,539,144,ABX,24/05/2004,1
144,1143,3975.12536,4,EB,655,12,1275,24.7,,,,1998,30,1171,21/07/2003,539,144,BrF,22/07/2005,0
145,1144,5023.98414,4,EB,656,12,1794,25.0,,16.0,,2002,30,1173,22/07/2003,536,138,H,29/08/2004,1
146,1145,3271.87369,7,EAF,1888,44,927,25.0,,16.7,,1994,30,1175,26/07/2003,445,2,BrF,27/12/2003,0
147,1146,3909.820007,4,EB,657,12,1795,25.4,,16.2,,2002,30,1174,26/07/2003,460,22,BrM,19/08/2009,1
149,1148,2685.435678,4,EB,659,41,1697,25.7,,14.6,,2002,30,1177,28/07/2003,2585,93,BrF,11/01/2007,0
149,1148,3082.108236,4,EB,658,12,1697,25.7,,14.6,,2002,30,1177,28/07/2003,2585,93,BrF,11/01/2007,0
151,1150,9187.158662,8,EAF,2364,14,1798,24.1,,16.0,,2003,30,1177,28/07/2003,535,135,FL,08/09/2010,0
152,1151,2313.768036,2,EB,661,23,1195,24.2,,16.2,,1996,30,1179,29/07/2003,513,94,BrF,07/09/2010,0
152,1151,2350.916171,2,EB,660,18,1195,24.2,,16.2,,1996,30,1179,29/07/2003,513,94,BrF,07/09/2010,0
153,1152,9374.362283,7,EAF,1890,46,1579,25.9,,18.5,,2000,30,1178,29/07/2003,551,174,BrM,02/08/2008,1
153,1152,9374.362283,7,EAF,1890,46,1579,25.9,,18.5,,2000,30,1178,29/07/2003,513,94,SEEN1,02/08/2008,1
156,1155,6992.391712,2,EB,662,13,1429,23.5,,14.7,,1999,30,1182,31/07/2003,3318,134,BrF,27/07/2006,0
157,1156,5409.923472,2,EB,664,23,1587,25.8,,16.9,,1999,30,1183,31/07/2003,539,144,BrM,13/01/2007,1
157,1156,2133.563179,2,EB,663,18,1587,25.8,,16.9,,1999,30,1183,31/07/2003,539,144,BrM,13/01/2007,1
158,1157,4873.605797,4,EB,665,13,1581,26.1,,16.8,,2000,30,1182,31/07/2003,535,135,BrM,05/02/2009,1
160,1159,5107.577873,4,EB,666,13,1745,26.6,,16.7,,2002,30,1186,04/08/2003,458,17,SEEN1,03/01/2004,1
160,1159,5107.577873,4,EB,666,13,1745,26.6,,16.7,,2002,30,1186,04/08/2003,499,72,SEEN1,03/01/2004,1
160,1159,5107.577873,4,EB,666,13,1745,26.6,,16.7,,2002,30,1186,04/08/2003,489,60,ABX,03/01/2004,1
161,1160,4956.196768,8,EAF,2365,6,1820,25.0,,18.1,,2003,30,1186,04/08/2003,499,72,FL,15/10/2015,1
172,1172,4845.069952,4,EB,667,13,1800,25.7,,15.7,,2002,30,1188,06/08/2003,485,55,H,20/08/2007,0
173,1173,4101.760535,2,EB,668,6,1199,26.0,,,,1996,30,1189,07/08/2003,521,108,BrM,26/01/2008,1
174,1174,2475.819015,4,EB,670,38,1612,24.3,,,,2000,30,1189,07/08/2003,521,108,BrF,17/12/2003,0
174,1174,3839.52042,4,EB,669,13,1612,24.3,,,,2000,30,1189,07/08/2003,521,108,BrF,17/12/2003,0
175,1175,6272.416383,2,EB,671,6,1244,23.0,,15.6,,1997,30,1189,07/08/2003,498,71,BrF,17/07/2008,0
176,1176,5518.135354,7,EAF,1891,46,1806,23.3,,16.1,,2003,30,1193,11/08/2003,536,138,FL,05/08/2004,1
177,1177,4897.58746,7,EAF,1892,37,1801,25.7,,16.3,,2002,30,1190,09/08/2003,2587,137,ABX,17/08/2013,1
178,1178,5680.19772,4,EB,672,13,1802,26.1,,15.3,,2002,30,1191,10/08/2003,504,79,BrM,01/09/2010,1
179,1179,6189.944592,4,EB,673,13,1803,25.3,,14.8,,2002,30,1193,11/08/2003,522,109,H,22/05/2013,0
180,1180,4338.083577,7,EAF,1893,45,1804,22.4,,14.0,,2003,30,1193,11/08/2003,447,4,FL,28/08/2008,1
182,1183,5461.146651,8,EAF,2366,19,1807,23.4,,14.5,,2002,30,1194,12/08/2003,547,168,H,13/12/2003,0
186,1187,6584.161395,4,EB,674,13,1699,26.4,,18.5,,2002,30,1199,16/08/2003,484,54,ABX,21/08/2006,1
187,1188,6921.336302,4,EB,675,13,1821,25.1,,15.9,,2002,30,1198,16/08/2003,484,54,BrF,09/09/2015,0
188,1189,9100.471422,7,EAF,1894,42,1598,24.4,,15.2,,2000,30,1200,17/08/2003,515,96,BrF,13/01/2007,0
189,1190,5330.770924,4,EB,676,13,1822,25.5,,15.1,,2002,30,1200,17/08/2003,515,96,BrM,05/01/2005,1
190,1191,1544.158627,4,EB,677,38,1533,26.8,,16.2,,1999,30,1201,18/08/2003,517,99,BrM,22/01/2015,1
190,1191,3115.520394,3,EB,678,92,1533,26.8,,16.2,,1999,30,1201,18/08/2003,517,99,BrM,22/01/2015,1
191,1192,5827.024769,4,EB,679,13,1823,26.7,,16.0,,2002,30,1202,19/08/2003,509,85,BrM,15/01/2008,1
192,1193,4664.370492,4,EB,680,14,1491,24.4,,15.3,,1999,30,1203,19/08/2003,509,85,BrF,23/08/2010,0
193,1194,8833.826623,6,EAF,1469,29,1825,23.6,,16.2,,2003,30,1202,19/08/2003,463,25,FL,12/07/2007,0
197,1200,5561.378926,6,EAF,1470,20,1828,23.1,,13.9,,2003,30,1207,22/08/2003,506,81,FL,15/07/2006,0
198,1201,8169.733368,6,EAF,1471,20,1829,26.3,,16.9,,2003,30,1207,22/08/2003,528,118,FL,17/08/2013,1
211,1214,8198.443847,2,EB,681,6,1213,25.0,,16.3,,1997,30,1213,27/08/2003,495,68,BrM,22/12/2004,1
211,1214,3062.205021,6,EAF,1472,13,1213,25.0,,16.3,,1997,30,1213,27/08/2003,495,68,BrM,22/12/2004,1
212,1215,7719.02359,6,EAF,1473,36,1846,24.9,,16.0,,2003,30,1213,27/08/2003,498,71,CH,27/08/2003,1
213,1216,6431.592577,6,EAF,1474,31,1844,26.4,,16.9,,2003,30,1213,27/08/2003,2581,39,CH,20/09/2013,1
216,1219,5217.219409,2,EB,682,6,1503,25.0,,15.4,,1999,30,1213,27/08/2003,467,30,BrF,05/02/2008,0
217,1220,5374.642459,2,EB,684,23,507,25.9,,17.4,,1993,30,1213,27/08/2003,467,30,BrM,26/08/2008,1
217,1220,5052.289946,2,EB,683,18,507,25.9,,17.4,,1993,30,1213,27/08/2003,467,30,BrM,26/08/2008,1
218,1221,4597.820751,6,EAF,1475,30,1847,23.8,,16.2,,2003,30,1215,29/08/2003,446,3,CH,21/07/2004,0
219,1222,5089.208425,6,EAF,1476,10,1848,25.0,,16.1,,2003,30,1214,29/08/2003,462,24,CH,13/03/2010,1
219,1222,3173.700636,6,EAF,1477,15,1848,25.0,,16.1,,2003,30,1214,29/08/2003,462,24,CH,13/03/2010,1
222,1226,6633.227717,6,EAF,1478,19,1849,24.8,,14.5,,2003,30,1217,30/08/2003,550,173,CH,22/08/2004,0
223,1227,6612.406226,6,EAF,1479,31,1852,23.7,,15.9,,2003,30,1216,30/08/2003,461,23,CH,04/08/2014,0
225,1229,5622.830289,6,EAF,1480,32,1857,24.1,,14.2,,2003,30,1217,30/08/2003,458,17,CH,12/02/2014,0
227,1231,8532.553733,6,EAF,1481,19,1855,19.5,,13.3,,2003,30,1217,30/08/2003,473,42,CH,30/08/2003,0
228,1232,2086.457969,6,EAF,1482,29,1856,23.6,,15.2,,2003,30,1216,30/08/2003,458,17,CH,22/07/2010,1
229,1233,7691.382361,6,EAF,1483,19,1853,22.7,,13.0,,2003,30,1216,30/08/2003,448,5,CH,09/09/2003,0
230,1234,5811.828035,6,EAF,1484,30,1858,25.6,,16.4,,2003,30,1218,31/08/2003,468,32,CH,13/07/2009,1
231,1235,3883.374374,4,EB,685,14,1606,26.5,,16.9,RB,2000,31,1224,13/12/2003,2611,28,BrM,04/07/2006,1
233,1237,3663.930555,4,EB,686,14,1501,24.4,,14.6,RB,1998,31,1226,14/12/2003,2611,28,BrF,10/08/2009,0
234,1238,4559.353111,7,EAF,1905,41,1774,24.6,,16.5,LB,2002,31,1226,14/12/2003,2611,28,ABX,28/08/2008,1
235,1239,5845.621493,4,EB,687,42,1864,25.6,,13.7,G,2003,31,1228,15/12/2003,2612,30,OFL,23/09/2013,0
238,1242,5785.925719,2,EB,688,6,458,25.1,,13.4,RB,1992,31,1228,15/12/2003,2600,14,BrF,13/08/2005,0
239,1243,2879.494438,4,EB,689,14,1773,25.9,,16.5,,2002,31,1228,15/12/2003,2610,27,BrM,02/09/2005,1
239,1243,2690.355637,4,EB,690,38,1773,25.9,,16.5,,2002,31,1228,15/12/2003,2610,27,BrM,02/09/2005,1
240,1244,3438.23667,4,EB,692,38,1409,24.5,,15.2,,1998,31,1228,15/12/2003,2602,16,BrF,28/07/2006,0
240,1244,2831.459233,3,EB,693,92,1409,24.5,,15.2,,1998,31,1228,15/12/2003,2602,16,BrF,28/07/2006,0
240,1244,3973.511458,4,EB,691,14,1409,24.5,,15.2,,1998,31,1228,15/12/2003,2602,16,BrF,28/07/2006,0
241,1245,2790.615995,8,EAF,2388,6,1867,26.3,,15.1,G,2003,31,1230,16/12/2003,2621,43,OFL,27/01/2008,1
243,1247,2692.863436,8,EAF,2391,24,1868,26.5,,15.4,G,2003,31,1232,17/12/2003,2629,52,OFL,02/09/2015,1
243,1247,4407.671432,8,EAF,2390,15,1868,26.5,,15.4,G,2003,31,1232,17/12/2003,2629,52,OFL,02/09/2015,1
244,1248,4455.823195,2,EB,694,23,832,24.2,,15.3,RB,1994,31,1235,19/12/2003,2656,83,BrF,10/12/2005,0
247,1251,4395.770552,8,EAF,2396,6,1870,24.0,,14.5,G,2003,31,1236,20/12/2003,2655,82,OFL,30/08/2004,0
249,1253,6909.6682,7,EAF,1917,36,1869,24.3,,14.6,G,2003,31,1235,19/12/2003,2656,83,OFL,22/01/2015,1
250,1254,2533.393135,8,EAF,2399,15,1872,24.3,,13.2,G,2003,31,1240,22/12/2003,2673,108,OFL,26/06/2012,0
250,1254,1863.688169,8,EAF,2400,19,1872,24.3,,13.2,G,2003,31,1240,22/12/2003,2673,108,OFL,26/06/2012,0
251,1255,10115.33195,7,EAF,1922,31,1871,25.9,,15.7,LB,2003,31,1238,21/12/2003,2665,94,BrM,06/01/2009,1
252,1256,5430.469587,2,EB,695,6,1166,25.8,,16.1,RB,1996,31,1240,22/12/2003,2609,26,BrM,30/08/2004,1
254,1258,5366.001619,4,EB,696,14,1550,24.3,,14.1,RB,1999,31,1240,22/12/2003,2609,26,BrF,01/08/2005,0
255,1259,4007.946209,8,EAF,2404,9,1874,25.9,,15.1,G,2003,31,1240,22/12/2003,2643,68,OFL,22/12/2003,1
256,1260,4879.07881,4,EB,697,14,1669,25.4,,14.9,RB,2001,31,1240,22/12/2003,2643,68,BrF,20/01/2015,0
257,1261,8787.713589,7,EAF,1924,32,1788,26.1,,16.2,LB,2002,31,1241,23/12/2003,2682,125,BrM,30/08/2007,1
258,1262,1952.239615,8,EAF,2406,21,1875,19.7,,10.7,G,2003,31,1240,22/12/2003,2684,127,SEEN1,22/12/2003,0
258,1262,2051.45834,8,EAF,2407,22,1875,19.7,,10.7,G,2003,31,1240,22/12/2003,2684,127,SEEN1,22/12/2003,0
259,1263,16891.08149,8,EAF,2410,12,1876,24.9,,15.4,G,2003,31,1240,22/12/2003,2595,8,OFL,12/01/2005,0
260,1264,4171.6073,4,EB,698,14,862,24.5,,16.8,RB,1994,31,1243,24/12/2003,2661,90,BrF,11/12/2005,0
261,1265,5370.717742,4,EB,699,14,1878,25.7,,15.6,RB,2001,31,1243,24/12/2003,2661,90,BrM,29/06/2006,1
263,1267,3920.131853,4,EB,700,14,544,26.0,,15.6,,1993,31,1245,27/12/2003,2697,159,BrM,29/08/2004,1
264,1268,9674.90923,8,EAF,2415,4,1890,25.0,,14.8,,2003,31,1245,27/12/2003,2672,105,OFL,30/01/2008,1
264,1268,9674.90923,8,EAF,2415,4,1890,25.0,,14.8,,2003,31,1245,27/12/2003,2672,105,OFL,30/01/2008,1
267,1271,3484.281519,4,EB,701,14,1509,26.0,,17.0,RB,1999,31,1240,22/12/2003,2594,7,BrM,31/08/2010,1
268,1272,4055.74372,8,EAF,2421,13,1883,25.6,,14.6,,2003,31,1245,27/12/2003,2693,144,OFL,27/12/2003,1
269,1273,6872.150895,7,EAF,1928,38,1877,26.1,,14.9,G,2003,31,1241,23/12/2003,2682,125,OFL,08/09/2015,1
270,1274,5137.950821,2,EB,702,6,1401,24.2,,15.0,RB,1997,31,1241,23/12/2003,2682,125,BrF,18/07/2010,0
271,1275,5927.596653,2,EB,703,6,1381,24.5,,14.5,,1997,31,1245,27/12/2003,2672,105,BrM,10/12/2005,1
272,1276,4109.131806,4,EB,704,15,1616,26.8,,17.4,RB,2000,31,1248,01/01/2004,2684,127,BrM,26/02/2012,1
273,1277,4386.155914,8,EAF,2427,10,1885,24.1,,12.6,G,2003,31,1248,01/01/2004,2684,127,OFL,09/08/2004,0
275,1279,3418.766993,4,EB,705,15,1886,25.2,,15.5,RB,2002,31,1249,02/01/2004,2687,134,BrM,16/02/2010,1
